Type,Library,Test,Result
2. Parse Double,nbsdx_SimpleJSON (C++11),double51,true
2. Parse Double,nbsdx_SimpleJSON (C++11),double52,true
2. Parse Double,nbsdx_SimpleJSON (C++11),double53,false
2. Parse Double,nbsdx_SimpleJSON (C++11),double54,false
2. Parse Double,nbsdx_SimpleJSON (C++11),double55,false
2. Parse Double,nbsdx_SimpleJSON (C++11),double56,false
2. Parse Double,nbsdx_SimpleJSON (C++11),double57,false
2. Parse Double,nbsdx_SimpleJSON (C++11),double58,false
2. Parse Double,nbsdx_SimpleJSON (C++11),double59,false
2. Parse Double,nbsdx_SimpleJSON (C++11),double60,false
2. Parse Double,nbsdx_SimpleJSON (C++11),double61,false
2. Parse Double,nbsdx_SimpleJSON (C++11),double62,false
2. Parse Double,nbsdx_SimpleJSON (C++11),double63,false
2. Parse Double,nbsdx_SimpleJSON (C++11),double64,false
2. Parse Double,nbsdx_SimpleJSON (C++11),double65,false
2. Parse Double,nbsdx_SimpleJSON (C++11),double66,false
3. Parse String,nbsdx_SimpleJSON (C++11),string01,true
3. Parse String,nbsdx_SimpleJSON (C++11),string02,true
3. Parse String,nbsdx_SimpleJSON (C++11),string03,false
3. Parse String,nbsdx_SimpleJSON (C++11),string04,false
3. Parse String,nbsdx_SimpleJSON (C++11),string05,false
3. Parse String,nbsdx_SimpleJSON (C++11),string06,false
3. Parse String,nbsdx_SimpleJSON (C++11),string07,false
3. Parse String,nbsdx_SimpleJSON (C++11),string08,false
3. Parse String,nbsdx_SimpleJSON (C++11),string09,false
4. Roundtrip,nbsdx_SimpleJSON (C++11),roundtrip01,true
4. Roundtrip,nbsdx_SimpleJSON (C++11),roundtrip02,true
4. Roundtrip,nbsdx_SimpleJSON (C++11),roundtrip03,true
4. Roundtrip,nbsdx_SimpleJSON (C++11),roundtrip04,true
4. Roundtrip,nbsdx_SimpleJSON (C++11),roundtrip05,true
4. Roundtrip,nbsdx_SimpleJSON (C++11),roundtrip06,true
4. Roundtrip,nbsdx_SimpleJSON (C++11),roundtrip07,true
4. Roundtrip,nbsdx_SimpleJSON (C++11),roundtrip08,false
4. Roundtrip,nbsdx_SimpleJSON (C++11),roundtrip09,false
4. Roundtrip,nbsdx_SimpleJSON (C++11),roundtrip10,false
4. Roundtrip,nbsdx_SimpleJSON (C++11),roundtrip11,true
4. Roundtrip,nbsdx_SimpleJSON (C++11),roundtrip12,true
4. Roundtrip,nbsdx_SimpleJSON (C++11),roundtrip13,true
4. Roundtrip,nbsdx_SimpleJSON (C++11),roundtrip14,true
4. Roundtrip,nbsdx_SimpleJSON (C++11),roundtrip15,true
4. Roundtrip,nbsdx_SimpleJSON (C++11),roundtrip16,true
4. Roundtrip,nbsdx_SimpleJSON (C++11),roundtrip17,true
4. Roundtrip,nbsdx_SimpleJSON (C++11),roundtrip18,true
4. Roundtrip,nbsdx_SimpleJSON (C++11),roundtrip19,true
4. Roundtrip,nbsdx_SimpleJSON (C++11),roundtrip20,false
4. Roundtrip,nbsdx_SimpleJSON (C++11),roundtrip21,false
4. Roundtrip,nbsdx_SimpleJSON (C++11),roundtrip22,false
4. Roundtrip,nbsdx_SimpleJSON (C++11),roundtrip23,false
4. Roundtrip,nbsdx_SimpleJSON (C++11),roundtrip24,false
4. Roundtrip,nbsdx_SimpleJSON (C++11),roundtrip25,false
4. Roundtrip,nbsdx_SimpleJSON (C++11),roundtrip26,false
4. Roundtrip,nbsdx_SimpleJSON (C++11),roundtrip27,false
1. Parse Validation,Nlohmann (C++11),pass01,true
1. Parse Validation,Nlohmann (C++11),pass02,true
1. Parse Validation,Nlohmann (C++11),pass03,true
1. Parse Validation,Nlohmann (C++11),fail02,true
1. Parse Validation,Nlohmann (C++11),fail03,true
1. Parse Validation,Nlohmann (C++11),fail04,true
1. Parse Validation,Nlohmann (C++11),fail05,true
1. Parse Validation,Nlohmann (C++11),fail06,true
1. Parse Validation,Nlohmann (C++11),fail07,true
1. Parse Validation,Nlohmann (C++11),fail08,true
1. Parse Validation,Nlohmann (C++11),fail09,true
1. Parse Validation,Nlohmann (C++11),fail10,true
1. Parse Validation,Nlohmann (C++11),fail11,true
1. Parse Validation,Nlohmann (C++11),fail12,true
1. Parse Validation,Nlohmann (C++11),fail13,true
1. Parse Validation,Nlohmann (C++11),fail14,true
1. Parse Validation,Nlohmann (C++11),fail15,true
1. Parse Validation,Nlohmann (C++11),fail16,true
1. Parse Validation,Nlohmann (C++11),fail17,true
1. Parse Validation,Nlohmann (C++11),fail19,true
1. Parse Validation,Nlohmann (C++11),fail20,true
1. Parse Validation,Nlohmann (C++11),fail21,true
1. Parse Validation,Nlohmann (C++11),fail22,true
1. Parse Validation,Nlohmann (C++11),fail23,true
1. Parse Validation,Nlohmann (C++11),fail24,true
1. Parse Validation,Nlohmann (C++11),fail25,true
1. Parse Validation,Nlohmann (C++11),fail26,true
1. Parse Validation,Nlohmann (C++11),fail27,true
1. Parse Validation,Nlohmann (C++11),fail28,true
1. Parse Validation,Nlohmann (C++11),fail29,true
1. Parse Validation,Nlohmann (C++11),fail30,true
1. Parse Validation,Nlohmann (C++11),fail31,true
1. Parse Validation,Nlohmann (C++11),fail32,true
1. Parse Validation,Nlohmann (C++11),fail33,true
2. Parse Double,Nlohmann (C++11),double01,true
2. Parse Double,Nlohmann (C++11),double02,true
2. Parse Double,Nlohmann (C++11),double03,true
2. Parse Double,Nlohmann (C++11),double04,true
2. Parse Double,Nlohmann (C++11),double05,true
2. Parse Double,Nlohmann (C++11),double06,true
2. Parse Double,Nlohmann (C++11),double07,true
2. Parse Double,Nlohmann (C++11),double08,true
2. Parse Double,Nlohmann (C++11),double09,true
2. Parse Double,Nlohmann (C++11),double10,true
2. Parse Double,Nlohmann (C++11),double11,true
2. Parse Double,Nlohmann (C++11),double12,true
2. Parse Double,Nlohmann (C++11),double13,true
2. Parse Double,Nlohmann (C++11),double14,true
2. Parse Double,Nlohmann (C++11),double15,true
2. Parse Double,Nlohmann (C++11),double16,true
2. Parse Double,Nlohmann (C++11),double17,true
2. Parse Double,Nlohmann (C++11),double18,true
2. Parse Double,Nlohmann (C++11),double19,true
2. Parse Double,Nlohmann (C++11),double20,true
2. Parse Double,Nlohmann (C++11),double21,true
2. Parse Double,Nlohmann (C++11),double22,true
2. Parse Double,Nlohmann (C++11),double23,true
2. Parse Double,Nlohmann (C++11),double24,true
2. Parse Double,Nlohmann (C++11),double25,true
2. Parse Double,Nlohmann (C++11),double26,true
2. Parse Double,Nlohmann (C++11),double27,true
2. Parse Double,Nlohmann (C++11),double28,true
2. Parse Double,Nlohmann (C++11),double29,true
2. Parse Double,Nlohmann (C++11),double30,true
2. Parse Double,Nlohmann (C++11),double31,true
2. Parse Double,Nlohmann (C++11),double32,true
2. Parse Double,Nlohmann (C++11),double33,true
2. Parse Double,Nlohmann (C++11),double34,true
2. Parse Double,Nlohmann (C++11),double35,true
2. Parse Double,Nlohmann (C++11),double36,true
2. Parse Double,Nlohmann (C++11),double37,true
2. Parse Double,Nlohmann (C++11),double38,true
2. Parse Double,Nlohmann (C++11),double39,true
2. Parse Double,Nlohmann (C++11),double40,true
2. Parse Double,Nlohmann (C++11),double41,true
2. Parse Double,Nlohmann (C++11),double42,true
2. Parse Double,Nlohmann (C++11),double43,true
2. Parse Double,Nlohmann (C++11),double44,true
2. Parse Double,Nlohmann (C++11),double45,true
2. Parse Double,Nlohmann (C++11),double46,true
2. Parse Double,Nlohmann (C++11),double47,true
2. Parse Double,Nlohmann (C++11),double48,true
2. Parse Double,Nlohmann (C++11),double49,true
2. Parse Double,Nlohmann (C++11),double50,true
2. Parse Double,Nlohmann (C++11),double51,true
2. Parse Double,Nlohmann (C++11),double52,true
2. Parse Double,Nlohmann (C++11),double53,true
2. Parse Double,Nlohmann (C++11),double54,true
2. Parse Double,Nlohmann (C++11),double55,true
2. Parse Double,Nlohmann (C++11),double56,true
2. Parse Double,Nlohmann (C++11),double57,true
2. Parse Double,Nlohmann (C++11),double58,true
2. Parse Double,Nlohmann (C++11),double59,true
2. Parse Double,Nlohmann (C++11),double60,true
2. Parse Double,Nlohmann (C++11),double61,true
2. Parse Double,Nlohmann (C++11),double62,true
2. Parse Double,Nlohmann (C++11),double63,true
2. Parse Double,Nlohmann (C++11),double64,true
2. Parse Double,Nlohmann (C++11),double65,true
2. Parse Double,Nlohmann (C++11),double66,true
3. Parse String,Nlohmann (C++11),string01,true
3. Parse String,Nlohmann (C++11),string02,true
3. Parse String,Nlohmann (C++11),string03,true
3. Parse String,Nlohmann (C++11),string04,true
3. Parse String,Nlohmann (C++11),string05,true
3. Parse String,Nlohmann (C++11),string06,true
3. Parse String,Nlohmann (C++11),string07,true
3. Parse String,Nlohmann (C++11),string08,true
3. Parse String,Nlohmann (C++11),string09,true
4. Roundtrip,Nlohmann (C++11),roundtrip01,true
4. Roundtrip,Nlohmann (C++11),roundtrip02,true
4. Roundtrip,Nlohmann (C++11),roundtrip03,true
4. Roundtrip,Nlohmann (C++11),roundtrip04,true
4. Roundtrip,Nlohmann (C++11),roundtrip05,true
4. Roundtrip,Nlohmann (C++11),roundtrip06,true
4. Roundtrip,Nlohmann (C++11),roundtrip07,true
4. Roundtrip,Nlohmann (C++11),roundtrip08,true
4. Roundtrip,Nlohmann (C++11),roundtrip09,true
4. Roundtrip,Nlohmann (C++11),roundtrip10,true
4. Roundtrip,Nlohmann (C++11),roundtrip11,true
4. Roundtrip,Nlohmann (C++11),roundtrip12,true
4. Roundtrip,Nlohmann (C++11),roundtrip13,true
4. Roundtrip,Nlohmann (C++11),roundtrip14,true
4. Roundtrip,Nlohmann (C++11),roundtrip15,true
4. Roundtrip,Nlohmann (C++11),roundtrip16,true
4. Roundtrip,Nlohmann (C++11),roundtrip17,true
4. Roundtrip,Nlohmann (C++11),roundtrip18,true
4. Roundtrip,Nlohmann (C++11),roundtrip19,true
4. Roundtrip,Nlohmann (C++11),roundtrip20,true
4. Roundtrip,Nlohmann (C++11),roundtrip21,true
4. Roundtrip,Nlohmann (C++11),roundtrip22,true
4. Roundtrip,Nlohmann (C++11),roundtrip23,true
4. Roundtrip,Nlohmann (C++11),roundtrip24,false
4. Roundtrip,Nlohmann (C++11),roundtrip25,false
4. Roundtrip,Nlohmann (C++11),roundtrip26,false
4. Roundtrip,Nlohmann (C++11),roundtrip27,false
1. Parse Validation,Parson (C),pass01,true
1. Parse Validation,Parson (C),pass02,true
1. Parse Validation,Parson (C),pass03,true
1. Parse Validation,Parson (C),fail02,true
1. Parse Validation,Parson (C),fail03,true
1. Parse Validation,Parson (C),fail04,true
1. Parse Validation,Parson (C),fail05,true
1. Parse Validation,Parson (C),fail06,true
1. Parse Validation,Parson (C),fail07,false
1. Parse Validation,Parson (C),fail08,false
1. Parse Validation,Parson (C),fail09,true
1. Parse Validation,Parson (C),fail10,false
1. Parse Validation,Parson (C),fail11,true
1. Parse Validation,Parson (C),fail12,true
1. Parse Validation,Parson (C),fail13,true
1. Parse Validation,Parson (C),fail14,true
1. Parse Validation,Parson (C),fail15,true
1. Parse Validation,Parson (C),fail16,true
1. Parse Validation,Parson (C),fail17,true
1. Parse Validation,Parson (C),fail19,true
1. Parse Validation,Parson (C),fail20,true
1. Parse Validation,Parson (C),fail21,true
1. Parse Validation,Parson (C),fail22,true
1. Parse Validation,Parson (C),fail23,true
1. Parse Validation,Parson (C),fail24,true
1. Parse Validation,Parson (C),fail25,true
1. Parse Validation,Parson (C),fail26,true
1. Parse Validation,Parson (C),fail27,true
1. Parse Validation,Parson (C),fail28,true
1. Parse Validation,Parson (C),fail29,true
1. Parse Validation,Parson (C),fail30,true
1. Parse Validation,Parson (C),fail31,true
1. Parse Validation,Parson (C),fail32,true
1. Parse Validation,Parson (C),fail33,true
2. Parse Double,Parson (C),double01,true
2. Parse Double,Parson (C),double02,true
2. Parse Double,Parson (C),double03,true
2. Parse Double,Parson (C),double04,true
2. Parse Double,Parson (C),double05,true
2. Parse Double,Parson (C),double06,true
2. Parse Double,Parson (C),double07,true
2. Parse Double,Parson (C),double08,true
2. Parse Double,Parson (C),double09,true
2. Parse Double,Parson (C),double10,true
2. Parse Double,Parson (C),double11,true
2. Parse Double,Parson (C),double12,true
2. Parse Double,Parson (C),double13,true
2. Parse Double,Parson (C),double14,true
2. Parse Double,Parson (C),double15,true
2. Parse Double,Parson (C),double16,true
2. Parse Double,Parson (C),double17,true
2. Parse Double,Parson (C),double18,true
2. Parse Double,Parson (C),double19,true
2. Parse Double,Parson (C),double20,true
2. Parse Double,Parson (C),double21,true
2. Parse Double,Parson (C),double22,true
2. Parse Double,Parson (C),double23,true
2. Parse Double,Parson (C),double24,true
2. Parse Double,Parson (C),double25,true
2. Parse Double,Parson (C),double26,true
2. Parse Double,Parson (C),double27,true
2. Parse Double,Parson (C),double28,true
2. Parse Double,Parson (C),double29,true
2. Parse Double,Parson (C),double30,true
2. Parse Double,Parson (C),double31,true
2. Parse Double,Parson (C),double32,true
2. Parse Double,Parson (C),double33,true
2. Parse Double,Parson (C),double34,true
2. Parse Double,Parson (C),double35,true
2. Parse Double,Parson (C),double36,true
2. Parse Double,Parson (C),double37,true
2. Parse Double,Parson (C),double38,true
2. Parse Double,Parson (C),double39,true
2. Parse Double,Parson (C),double40,true
2. Parse Double,Parson (C),double41,true
2. Parse Double,Parson (C),double42,true
2. Parse Double,Parson (C),double43,true
2. Parse Double,Parson (C),double44,true
2. Parse Double,Parson (C),double45,true
2. Parse Double,Parson (C),double46,true
2. Parse Double,Parson (C),double47,true
2. Parse Double,Parson (C),double48,true
2. Parse Double,Parson (C),double49,true
2. Parse Double,Parson (C),double50,true
2. Parse Double,Parson (C),double51,true
2. Parse Double,Parson (C),double52,true
2. Parse Double,Parson (C),double53,true
2. Parse Double,Parson (C),double54,true
2. Parse Double,Parson (C),double55,true
2. Parse Double,Parson (C),double56,true
2. Parse Double,Parson (C),double57,true
2. Parse Double,Parson (C),double58,true
2. Parse Double,Parson (C),double59,true
2. Parse Double,Parson (C),double60,true
2. Parse Double,Parson (C),double61,true
2. Parse Double,Parson (C),double62,true
2. Parse Double,Parson (C),double63,true
2. Parse Double,Parson (C),double64,true
2. Parse Double,Parson (C),double65,true
2. Parse Double,Parson (C),double66,true
3. Parse String,Parson (C),string01,true
3. Parse String,Parson (C),string02,true
3. Parse String,Parson (C),string03,true
3. Parse String,Parson (C),string04,false
3. Parse String,Parson (C),string05,true
3. Parse String,Parson (C),string06,true
3. Parse String,Parson (C),string07,true
3. Parse String,Parson (C),string08,true
3. Parse String,Parson (C),string09,true
4. Roundtrip,Parson (C),roundtrip01,true
4. Roundtrip,Parson (C),roundtrip02,true
4. Roundtrip,Parson (C),roundtrip03,true
4. Roundtrip,Parson (C),roundtrip04,true
4. Roundtrip,Parson (C),roundtrip05,true
4. Roundtrip,Parson (C),roundtrip06,true
4. Roundtrip,Parson (C),roundtrip07,true
4. Roundtrip,Parson (C),roundtrip08,true
4. Roundtrip,Parson (C),roundtrip09,true
4. Roundtrip,Parson (C),roundtrip10,true
4. Roundtrip,Parson (C),roundtrip11,true
4. Roundtrip,Parson (C),roundtrip12,true
4. Roundtrip,Parson (C),roundtrip13,false
4. Roundtrip,Parson (C),roundtrip14,false
4. Roundtrip,Parson (C),roundtrip15,true
4. Roundtrip,Parson (C),roundtrip16,true
4. Roundtrip,Parson (C),roundtrip17,false
4. Roundtrip,Parson (C),roundtrip18,false
4. Roundtrip,Parson (C),roundtrip19,false
4. Roundtrip,Parson (C),roundtrip20,false
4. Roundtrip,Parson (C),roundtrip21,false
4. Roundtrip,Parson (C),roundtrip22,false
4. Roundtrip,Parson (C),roundtrip23,false
4. Roundtrip,Parson (C),roundtrip24,false
4. Roundtrip,Parson (C),roundtrip25,false
4. Roundtrip,Parson (C),roundtrip26,false
4. Roundtrip,Parson (C),roundtrip27,false
1. Parse Validation,PicoJSON (C++),pass01,true
1. Parse Validation,PicoJSON (C++),pass02,true
1. Parse Validation,PicoJSON (C++),pass03,true
1. Parse Validation,PicoJSON (C++),fail02,true
1. Parse Validation,PicoJSON (C++),fail03,true
1. Parse Validation,PicoJSON (C++),fail04,true
1. Parse Validation,PicoJSON (C++),fail05,true
1. Parse Validation,PicoJSON (C++),fail06,true
1. Parse Validation,PicoJSON (C++),fail07,false
1. Parse Validation,PicoJSON (C++),fail08,false
1. Parse Validation,PicoJSON (C++),fail09,true
1. Parse Validation,PicoJSON (C++),fail10,false
1. Parse Validation,PicoJSON (C++),fail11,true
1. Parse Validation,PicoJSON (C++),fail12,true
1. Parse Validation,PicoJSON (C++),fail13,false
1. Parse Validation,PicoJSON (C++),fail14,true
1. Parse Validation,PicoJSON (C++),fail15,true
1. Parse Validation,PicoJSON (C++),fail16,true
1. Parse Validation,PicoJSON (C++),fail17,true
1. Parse Validation,PicoJSON (C++),fail19,true
1. Parse Validation,PicoJSON (C++),fail20,true
1. Parse Validation,PicoJSON (C++),fail21,true
1. Parse Validation,PicoJSON (C++),fail22,true
1. Parse Validation,PicoJSON (C++),fail23,true
1. Parse Validation,PicoJSON (C++),fail24,true
1. Parse Validation,PicoJSON (C++),fail25,true
1. Parse Validation,PicoJSON (C++),fail26,true
1. Parse Validation,PicoJSON (C++),fail27,true
1. Parse Validation,PicoJSON (C++),fail28,true
1. Parse Validation,PicoJSON (C++),fail29,true
1. Parse Validation,PicoJSON (C++),fail30,true
1. Parse Validation,PicoJSON (C++),fail31,true
1. Parse Validation,PicoJSON (C++),fail32,true
1. Parse Validation,PicoJSON (C++),fail33,true
2. Parse Double,PicoJSON (C++),double01,true
2. Parse Double,PicoJSON (C++),double02,true
2. Parse Double,PicoJSON (C++),double03,true
2. Parse Double,PicoJSON (C++),double04,true
2. Parse Double,PicoJSON (C++),double05,true
2. Parse Double,PicoJSON (C++),double06,true
2. Parse Double,PicoJSON (C++),double07,true
2. Parse Double,PicoJSON (C++),double08,true
2. Parse Double,PicoJSON (C++),double09,true
2. Parse Double,PicoJSON (C++),double10,true
2. Parse Double,PicoJSON (C++),double11,true
2. Parse Double,PicoJSON (C++),double12,true
2. Parse Double,PicoJSON (C++),double13,true
2. Parse Double,PicoJSON (C++),double14,true
2. Parse Double,PicoJSON (C++),double15,true
2. Parse Double,PicoJSON (C++),double16,true
2. Parse Double,PicoJSON (C++),double17,true
2. Parse Double,PicoJSON (C++),double18,true
2. Parse Double,PicoJSON (C++),double19,true
2. Parse Double,PicoJSON (C++),double20,true
2. Parse Double,PicoJSON (C++),double21,true
2. Parse Double,PicoJSON (C++),double22,true
2. Parse Double,PicoJSON (C++),double23,true
2. Parse Double,PicoJSON (C++),double24,true
2. Parse Double,PicoJSON (C++),double25,true
2. Parse Double,PicoJSON (C++),double26,true
2. Parse Double,PicoJSON (C++),double27,true
2. Parse Double,PicoJSON (C++),double28,true
2. Parse Double,PicoJSON (C++),double29,true
2. Parse Double,PicoJSON (C++),double30,true
2. Parse Double,PicoJSON (C++),double31,true
2. Parse Double,PicoJSON (C++),double32,true
2. Parse Double,PicoJSON (C++),double33,true
2. Parse Double,PicoJSON (C++),double34,true
2. Parse Double,PicoJSON (C++),double35,true
2. Parse Double,PicoJSON (C++),double36,true
2. Parse Double,PicoJSON (C++),double37,true
2. Parse Double,PicoJSON (C++),double38,true
2. Parse Double,PicoJSON (C++),double39,true
2. Parse Double,PicoJSON (C++),double40,true
2. Parse Double,PicoJSON (C++),double41,true
2. Parse Double,PicoJSON (C++),double42,true
2. Parse Double,PicoJSON (C++),double43,true
2. Parse Double,PicoJSON (C++),double44,true
2. Parse Double,PicoJSON (C++),double45,true
2. Parse Double,PicoJSON (C++),double46,true
2. Parse Double,PicoJSON (C++),double47,true
2. Parse Double,PicoJSON (C++),double48,true
2. Parse Double,PicoJSON (C++),double49,true
2. Parse Double,PicoJSON (C++),double50,true
2. Parse Double,PicoJSON (C++),double51,true
2. Parse Double,PicoJSON (C++),double52,true
2. Parse Double,PicoJSON (C++),double53,true
2. Parse Double,PicoJSON (C++),double54,true
2. Parse Double,PicoJSON (C++),double55,true
2. Parse Double,PicoJSON (C++),double56,true
2. Parse Double,PicoJSON (C++),double57,true
2. Parse Double,PicoJSON (C++),double58,true
2. Parse Double,PicoJSON (C++),double59,true
2. Parse Double,PicoJSON (C++),double60,true
2. Parse Double,PicoJSON (C++),double61,true
2. Parse Double,PicoJSON (C++),double62,true
2. Parse Double,PicoJSON (C++),double63,true
2. Parse Double,PicoJSON (C++),double64,true
2. Parse Double,PicoJSON (C++),double65,true
2. Parse Double,PicoJSON (C++),double66,true
3. Parse String,PicoJSON (C++),string01,true
3. Parse String,PicoJSON (C++),string02,true
3. Parse String,PicoJSON (C++),string03,true
3. Parse String,PicoJSON (C++),string04,true
3. Parse String,PicoJSON (C++),string05,true
3. Parse String,PicoJSON (C++),string06,true
3. Parse String,PicoJSON (C++),string07,true
3. Parse String,PicoJSON (C++),string08,true
3. Parse String,PicoJSON (C++),string09,true
4. Roundtrip,PicoJSON (C++),roundtrip01,true
4. Roundtrip,PicoJSON (C++),roundtrip02,true
4. Roundtrip,PicoJSON (C++),roundtrip03,true
4. Roundtrip,PicoJSON (C++),roundtrip04,true
4. Roundtrip,PicoJSON (C++),roundtrip05,true
4. Roundtrip,PicoJSON (C++),roundtrip06,true
4. Roundtrip,PicoJSON (C++),roundtrip07,true
4. Roundtrip,PicoJSON (C++),roundtrip08,true
4. Roundtrip,PicoJSON (C++),roundtrip09,true
4. Roundtrip,PicoJSON (C++),roundtrip10,true
4. Roundtrip,PicoJSON (C++),roundtrip11,true
4. Roundtrip,PicoJSON (C++),roundtrip12,true
4. Roundtrip,PicoJSON (C++),roundtrip13,false
4. Roundtrip,PicoJSON (C++),roundtrip14,false
4. Roundtrip,PicoJSON (C++),roundtrip15,true
4. Roundtrip,PicoJSON (C++),roundtrip16,true
4. Roundtrip,PicoJSON (C++),roundtrip17,true
4. Roundtrip,PicoJSON (C++),roundtrip18,false
4. Roundtrip,PicoJSON (C++),roundtrip19,false
4. Roundtrip,PicoJSON (C++),roundtrip20,false
4. Roundtrip,PicoJSON (C++),roundtrip21,false
4. Roundtrip,PicoJSON (C++),roundtrip22,false
4. Roundtrip,PicoJSON (C++),roundtrip23,false
4. Roundtrip,PicoJSON (C++),roundtrip24,false
4. Roundtrip,PicoJSON (C++),roundtrip25,false
4. Roundtrip,PicoJSON (C++),roundtrip26,true
4. Roundtrip,PicoJSON (C++),roundtrip27,false
1. Parse Validation,POCO (C++),pass01,true
1. Parse Validation,POCO (C++),pass02,true
1. Parse Validation,POCO (C++),pass03,true
1. Parse Validation,POCO (C++),fail02,true
1. Parse Validation,POCO (C++),fail03,true
1. Parse Validation,POCO (C++),fail04,true
1. Parse Validation,POCO (C++),fail05,true
1. Parse Validation,POCO (C++),fail06,true
1. Parse Validation,POCO (C++),fail07,true
1. Parse Validation,POCO (C++),fail08,true
1. Parse Validation,POCO (C++),fail09,true
1. Parse Validation,POCO (C++),fail10,true
1. Parse Validation,POCO (C++),fail11,true
1. Parse Validation,POCO (C++),fail12,true
1. Parse Validation,POCO (C++),fail13,true
1. Parse Validation,POCO (C++),fail14,true
1. Parse Validation,POCO (C++),fail15,true
1. Parse Validation,POCO (C++),fail16,true
1. Parse Validation,POCO (C++),fail17,true
1. Parse Validation,POCO (C++),fail19,true
1. Parse Validation,POCO (C++),fail20,true
1. Parse Validation,POCO (C++),fail21,true
1. Parse Validation,POCO (C++),fail22,true
1. Parse Validation,POCO (C++),fail23,true
1. Parse Validation,POCO (C++),fail24,true
1. Parse Validation,POCO (C++),fail25,true
1. Parse Validation,POCO (C++),fail26,true
1. Parse Validation,POCO (C++),fail27,true
1. Parse Validation,POCO (C++),fail28,true
1. Parse Validation,POCO (C++),fail29,true
1. Parse Validation,POCO (C++),fail30,true
1. Parse Validation,POCO (C++),fail31,true
1. Parse Validation,POCO (C++),fail32,true
1. Parse Validation,POCO (C++),fail33,true
2. Parse Double,POCO (C++),double01,true
2. Parse Double,POCO (C++),double02,true
2. Parse Double,POCO (C++),double03,true
2. Parse Double,POCO (C++),double04,true
2. Parse Double,POCO (C++),double05,true
2. Parse Double,POCO (C++),double06,true
2. Parse Double,POCO (C++),double07,true
2. Parse Double,POCO (C++),double08,true
2. Parse Double,POCO (C++),double09,true
2. Parse Double,POCO (C++),double10,true
2. Parse Double,POCO (C++),double11,true
2. Parse Double,POCO (C++),double12,true
2. Parse Double,POCO (C++),double13,true
2. Parse Double,POCO (C++),double14,true
2. Parse Double,POCO (C++),double15,true
2. Parse Double,POCO (C++),double16,true
2. Parse Double,POCO (C++),double17,true
2. Parse Double,POCO (C++),double18,true
2. Parse Double,POCO (C++),double19,true
2. Parse Double,POCO (C++),double20,true
2. Parse Double,POCO (C++),double21,true
2. Parse Double,POCO (C++),double22,true
2. Parse Double,POCO (C++),double23,true
2. Parse Double,POCO (C++),double24,true
2. Parse Double,POCO (C++),double25,true
2. Parse Double,POCO (C++),double26,true
2. Parse Double,POCO (C++),double27,false
2. Parse Double,POCO (C++),double28,false
2. Parse Double,POCO (C++),double29,true
2. Parse Double,POCO (C++),double30,true
2. Parse Double,POCO (C++),double31,true
2. Parse Double,POCO (C++),double32,true
2. Parse Double,POCO (C++),double33,true
2. Parse Double,POCO (C++),double34,true
2. Parse Double,POCO (C++),double35,true
2. Parse Double,POCO (C++),double36,true
2. Parse Double,POCO (C++),double37,true
2. Parse Double,POCO (C++),double38,true
2. Parse Double,POCO (C++),double39,true
2. Parse Double,POCO (C++),double40,true
2. Parse Double,POCO (C++),double41,true
2. Parse Double,POCO (C++),double42,true
2. Parse Double,POCO (C++),double43,true
2. Parse Double,POCO (C++),double44,true
2. Parse Double,POCO (C++),double45,true
2. Parse Double,POCO (C++),double46,true
2. Parse Double,POCO (C++),double47,true
2. Parse Double,POCO (C++),double48,true
2. Parse Double,POCO (C++),double49,true
2. Parse Double,POCO (C++),double50,true
2. Parse Double,POCO (C++),double51,true
2. Parse Double,POCO (C++),double52,true
2. Parse Double,POCO (C++),double53,true
2. Parse Double,POCO (C++),double54,true
2. Parse Double,POCO (C++),double55,false
2. Parse Double,POCO (C++),double56,false
2. Parse Double,POCO (C++),double57,false
2. Parse Double,POCO (C++),double58,true
2. Parse Double,POCO (C++),double59,true
2. Parse Double,POCO (C++),double60,false
2. Parse Double,POCO (C++),double61,false
2. Parse Double,POCO (C++),double62,false
2. Parse Double,POCO (C++),double63,true
2. Parse Double,POCO (C++),double64,true
2. Parse Double,POCO (C++),double65,false
2. Parse Double,POCO (C++),double66,true
3. Parse String,POCO (C++),string01,true
3. Parse String,POCO (C++),string02,true
3. Parse String,POCO (C++),string03,true
3. Parse String,POCO (C++),string04,true
3. Parse String,POCO (C++),string05,true
3. Parse String,POCO (C++),string06,true
3. Parse String,POCO (C++),string07,true
3. Parse String,POCO (C++),string08,true
3. Parse String,POCO (C++),string09,true
4. Roundtrip,POCO (C++),roundtrip01,true
4. Roundtrip,POCO (C++),roundtrip02,true
4. Roundtrip,POCO (C++),roundtrip03,true
4. Roundtrip,POCO (C++),roundtrip04,true
4. Roundtrip,POCO (C++),roundtrip05,true
4. Roundtrip,POCO (C++),roundtrip06,true
4. Roundtrip,POCO (C++),roundtrip07,true
4. Roundtrip,POCO (C++),roundtrip08,true
4. Roundtrip,POCO (C++),roundtrip09,true
4. Roundtrip,POCO (C++),roundtrip10,true
4. Roundtrip,POCO (C++),roundtrip11,true
4. Roundtrip,POCO (C++),roundtrip12,true
4. Roundtrip,POCO (C++),roundtrip13,true
4. Roundtrip,POCO (C++),roundtrip14,true
4. Roundtrip,POCO (C++),roundtrip15,true
4. Roundtrip,POCO (C++),roundtrip16,true
4. Roundtrip,POCO (C++),roundtrip17,true
4. Roundtrip,POCO (C++),roundtrip18,true
